HSPA8,-0.7326456377,-0.1365003782,0.1756223787,0.1627596872,0.1562999523
PPIB,-0.7323109995,-0.5726338918,0.5101649191,-0.0606723779,-0.2885209165
PVRL1,-0.7309901029,-0.1248153487,0.5076268149,0.1694354059,0.306518512
CCT3,-0.7297189682,-0.1882035797,0.156634363,0.1885304114,0.2135568534
RPS2,-0.7294018384,-0.2405110331,0.1233892279,0.3719212132,0.5797720003
CTSD,-0.72748006,-0.142334983,-0.2069801836,0.2565644904,0.1027283357
STMN1,-0.7274152859,0.2679775894,0.1190150864,0.1314947194,0.1958599409
FEN1,-0.7226203989,-0.2430588148,0.1629850632,-0.0163174529,0.1736182264
NAPA,-0.7177434802,-0.7538651198,0.0767561975,-0.7918334518,-0.0588301453
PRDX1,-0.7174428626,-0.2920453855,0.3041296076,-0.0347059716,0.231514262
YWHAE,-0.7155151429,-0.3236722506,0.2547696147,0.1952871952,0.325006986
DNAJC8,-0.7146762164,-0.1835670622,-0.2314061053,-0.3887893024,-0.1145267173
GLO1,-0.7104707226,-0.1882053677,0.0915161209,-0.0245100558,-0.360827316
HPRT1,-0.7088235359,-0.3420326374,-0.7751183937,0.2684102842,-0.2193230036
SP100,-0.7077072209,1.4448207564,0.3333913847,0.2453198863,0.1211146488
SFPQ,-0.7062234652,-0.0136707384,0.6741856698,0.267844817,0.7943335458
IDH2,-0.7036706524,0.025635353,0.3942839627,0.2583914276,0.0974714919
TPI1,-0.7035556619,0.0766081767,-0.2264640087,0.7562902693,-0.3421092119
RPL23A,-0.7014158784,-0.3862761529,-0.1333186143,-0.1413256744,0.5821977726
PSMA4,-0.693080838,-0.25998836,0.2906801533,0.1945475417,0.1168625917
MDH1,-0.6924527706,-0.0954440905,0.0327365723,0.1193126296,0.0248385229
ARPC1B,-0.6894503848,0.0668092564,-0.3122028008,0.1286744607,-0.193471546
FKBP4,-0.6831446536,-0.1060829259,0.1977454666,0.3512941359,0.10628998
HNRPK,-0.6768088757,-0.127766299,0.0685729587,0.0668502026,0.2801158618
ARMET,-0.6752662905,0.2316833441,1.0716619343,-0.2199488695,0.0659096358
ACAT2,-0.6673666343,0.0164472246,-0.5605691275,0.0091050155,-0.0595574374
PDIA3,-0.6633318775,-0.0292881654,-0.0299250118,0.0890030779,-0.086287991
SLC25A17,-0.6607651111,-0.0002368817,0.0615543937,0.2046835983,0.0644359272
NUDC,-0.6594086348,-0.245939609,0.2905210724,0.3923330391,0.0569715811
GSTP1,-0.6562974599,0.1120538584,0.1777232402,0.3291798144,0.2944026087
HMGB2,-0.654282264,-0.0115040417,0.3373955205,0.2860806103,0.3563267435
UBE2V2,-0.6465126723,-0.08156427,1.3992448299,0.1894736146,-0.035096896
ANXA6,-0.644503079,-0.1018023454,-0.3139422817,0.229518027,0.3735417416
TALDO1,-0.6436408969,-0.3355732978,0.2011176791,0.5039294228,0.5999731237
VDAC2,-0.6431485833,-0.1749999594,0.157958444,0.405617892,0.3069677391
EIF2S3,-0.6356899383,0.793952224,0.7159121355,0.5752255361,0.0491642815
ILF3,-0.63228722,-0.7119004659,0.3411089041,0.7557730423,-0.480395567
PFKP,-0.6320079722,0.1417349294,0.4760688335,0.1028586679,0.2571673423
PRPF19,-0.6310393562,-0.3799982714,0.2953518104,-0.1035619898,0.083165924
CPB2,-0.6306529139,-0.0147184772,0.1235660264,0.0351283165,0.093289192
MYH10,-0.6238391408,-2.573419261,1.0757165841,0.2206514887,-0.2253218938
COTL1,-0.6230214518,0.009314395,-0.0858757831,0.0685580512,0.2410580327
